kernel;bias;d0_w00;d0_w01;d0_w02;d0_w10;d0_w11;d0_w12;d0_w20;d0_w21;d0_w22;d1_w00;d1_w01;d1_w02;d1_w10;d1_w11;d1_w12;d1_w20;d1_w21;d1_w22;d2_w00;d2_w01;d2_w02;d2_w10;d2_w11;d2_w12;d2_w20;d2_w21;d2_w22;d3_w00;d3_w01;d3_w02;d3_w10;d3_w11;d3_w12;d3_w20;d3_w21;d3_w22;d4_w00;d4_w01;d4_w02;d4_w10;d4_w11;d4_w12;d4_w20;d4_w21;d4_w22;d5_w00;d5_w01;d5_w02;d5_w10;d5_w11;d5_w12;d5_w20;d5_w21;d5_w22;d6_w00;d6_w01;d6_w02;d6_w10;d6_w11;d6_w12;d6_w20;d6_w21;d6_w22;d7_w00;d7_w01;d7_w02;d7_w10;d7_w11;d7_w12;d7_w20;d7_w21;d7_w22;d8_w00;d8_w01;d8_w02;d8_w10;d8_w11;d8_w12;d8_w20;d8_w21;d8_w22;d9_w00;d9_w01;d9_w02;d9_w10;d9_w11;d9_w12;d9_w20;d9_w21;d9_w22;d10_w00;d10_w01;d10_w02;d10_w10;d10_w11;d10_w12;d10_w20;d10_w21;d10_w22;d11_w00;d11_w01;d11_w02;d11_w10;d11_w11;d11_w12;d11_w20;d11_w21;d11_w22;d12_w00;d12_w01;d12_w02;d12_w10;d12_w11;d12_w12;d12_w20;d12_w21;d12_w22;d13_w00;d13_w01;d13_w02;d13_w10;d13_w11;d13_w12;d13_w20;d13_w21;d13_w22;d14_w00;d14_w01;d14_w02;d14_w10;d14_w11;d14_w12;d14_w20;d14_w21;d14_w22;d15_w00;d15_w01;d15_w02;d15_w10;d15_w11;d15_w12;d15_w20;d15_w21;d15_w22;d16_w00;d16_w01;d16_w02;d16_w10;d16_w11;d16_w12;d16_w20;d16_w21;d16_w22;d17_w00;d17_w01;d17_w02;d17_w10;d17_w11;d17_w12;d17_w20;d17_w21;d17_w22;d18_w00;d18_w01;d18_w02;d18_w10;d18_w11;d18_w12;d18_w20;d18_w21;d18_w22;d19_w00;d19_w01;d19_w02;d19_w10;d19_w11;d19_w12;d19_w20;d19_w21;d19_w22;d20_w00;d20_w01;d20_w02;d20_w10;d20_w11;d20_w12;d20_w20;d20_w21;d20_w22;d21_w00;d21_w01;d21_w02;d21_w10;d21_w11;d21_w12;d21_w20;d21_w21;d21_w22;d22_w00;d22_w01;d22_w02;d22_w10;d22_w11;d22_w12;d22_w20;d22_w21;d22_w22;d23_w00;d23_w01;d23_w02;d23_w10;d23_w11;d23_w12;d23_w20;d23_w21;d23_w22;d24_w00;d24_w01;d24_w02;d24_w10;d24_w11;d24_w12;d24_w20;d24_w21;d24_w22;d25_w00;d25_w01;d25_w02;d25_w10;d25_w11;d25_w12;d25_w20;d25_w21;d25_w22;d26_w00;d26_w01;d26_w02;d26_w10;d26_w11;d26_w12;d26_w20;d26_w21;d26_w22;d27_w00;d27_w01;d27_w02;d27_w10;d27_w11;d27_w12;d27_w20;d27_w21;d27_w22;d28_w00;d28_w01;d28_w02;d28_w10;d28_w11;d28_w12;d28_w20;d28_w21;d28_w22;d29_w00;d29_w01;d29_w02;d29_w10;d29_w11;d29_w12;d29_w20;d29_w21;d29_w22;d30_w00;d30_w01;d30_w02;d30_w10;d30_w11;d30_w12;d30_w20;d30_w21;d30_w22;d31_w00;d31_w01;d31_w02;d31_w10;d31_w11;d31_w12;d31_w20;d31_w21;d31_w22
0;0.0020865367;-0.011289158;-0.09191484;0.02281163;0.053507064;0.050647236;-0.08043017;-0.07347214;0.004306164;0.062426116;-0.011507979;0.0961872;0.030576345;-0.06498689;-0.045301527;0.086722635;0.06751656;0.097853966;-0.06890572;-0.047321845;0.019670876;-0.014804509;-0.032115556;-0.0413514;0.02572837;0.020303363;0.042843726;0.0013355121;0.021820288;-0.033979658;-0.05652601;-0.0051491177;-0.0042070467;-0.056267343;0.050681658;0.06824958;-0.07558572;-0.0064145955;-0.027804032;-0.07816998;-0.019987691;0.017862434;-0.050739486;0.04887534;-0.06106496;0.095156826;0.014720626;-0.072374925;-0.07322515;0.10581117;-0.06382198;0.024769513;-0.043282066;0.11217723;0.022411231;0.051324684;-0.015141487;-0.024124557;0.025453554;0.016426472;-0.005146547;0.04164218;0.028713081;0.068877526;-0.04155405;0.061500296;-0.059313282;-0.042489067;-0.075554244;0.050562426;-0.059963804;-0.046347417;0.010721154;0.078269176;0.06941934;-0.026793128;0.030793834;-0.055214852;-0.07016083;0.08360531;-0.06956145;-0.010177859;0.03728776;0.045202803;0.056235425;0.059980907;0.083584614;-0.030848956;0.025520472;0.017501827;0.00860363;-0.036208235;0.06995341;0.02386318;0.043204397;-0.061308134;-0.010775423;-0.08363912;0.049698066;-0.06884914;0.043523937;0.07418101;0.009420873;0.04877894;0.03393706;-0.043044064;-0.0024374907;-0.017323881;0.14618507;0.061373103;0.007188697;0.024401274;-0.009911385;0.04656381;-0.012950353;0.01593857;-0.06850347;0.03272221;-0.065815136;-0.08246146;-0.00814981;-0.038801115;-0.009140435;-0.041816767;0.08452689;0.0071648657;-0.015233976;-0.0088872695;0.0245074;0.016948842;-0.029064925;0.055567503;-0.06973492;-0.09478716;-0.0011000291;-0.048248623;0.036363687;-0.0799067;-0.054102845;-0.07446811;-0.046634793;-0.075463876;0.040756952;-0.08187324;0.056956097;-0.08827902;5.5164805e-05;0.04347631;-0.03338181;-0.08642443;-0.009207995;0.018012254;-0.05286597;0.03400133;-0.0006409658;-0.032998845;-0.010920933;-0.00380523;0.0021119195;-0.06315124;-0.09163086;-0.024250306;0.062061008;-0.035154857;-0.083107024;-0.07088571;0.006715397;0.010343644;-0.036167253;-0.055875134;-0.076131664;-0.060630657;0.007754968;-0.09063695;-0.093009084;-0.02059079;0.010194506;0.03987858;-0.038569763;-0.07389993;-0.043975033;0.007835634;0.035998687;0.084639244;-0.0473211;0.025309592;0.074606076;0.07115145;0.07144592;0.016840294;-0.0015851818;0.07877988;-0.06473434;0.04795252;0.061041787;-0.050474454;-0.057570748;-0.08209275;-0.017629648;0.062334906;-0.0013902697;-0.06627054;-0.009084519;0.044056427;0.07037248;0.004063718;0.045603387;0.039281834;0.0017536175;-0.0078081437;0.055596635;0.06959419;-0.03664936;-0.016659988;-0.034627;0.033842314;0.031458233;-0.047161113;-0.043802395;-0.012950468;0.060936533;-0.067284994;-0.013440572;0.07500637;0.0098171625;-0.037541118;0.04616706;-0.059694957;-0.027678827;0.06863544;-0.0151723;0.05130148;-0.049120046;0.054513045;-0.03157833;0.0060441177;0.004699489;0.002207445;0.013320025;0.031426538;0.0678752;0.047029853;-0.011866655;0.06412607;-0.06178081;-0.027994439;-0.06460848;0.02619521;0.03424093;0.05177826;-0.050858695;0.0039010404;0.07652177;-0.026474377;-0.06288626;0.06589399;-0.021003732;0.03227786;-0.04204283;-0.040632702;0.0005482582;-0.08357481;0.037337862;-0.03436891;-0.052998304;-0.05164038;0.00053788867;0.02522773;-0.010949652;0.04282252;-0.046637032;-0.017048197;0.07273956;-0.052163932;0.025902294;-0.07246265;0.05621983;-0.05178238;-0.021739936;-0.014770334;0.014865577;0.016302213;0.044875182;-0.016422376;-0.021903781;-0.019927742;0.07741079;-0.05494393;-0.027158255
1;-0.0015503756;-0.060231153;0.07672947;-0.025970366;-0.01755716;0.025417535;0.098344855;-0.033120308;0.03557512;0.083401196;0.06381164;-0.027760476;-0.03673635;0.047873683;0.04008859;-0.019884082;-0.08460003;-0.11734737;-0.12092331;0.03761874;-0.058776736;-0.0006691146;-0.017617218;-0.038217574;-0.02341857;-0.012441748;0.02378225;-0.03922944;0.07485043;0.0032029205;0.018468462;0.060517985;-0.08257216;0.01480712;-0.02778119;-0.07156037;-0.0062546036;0.015965393;0.039790116;0.043404695;-0.04697452;-0.07053941;0.050097853;-0.06504027;-0.084829934;0.017884474;0.02386532;-0.07209591;0.05442793;0.0681086;0.03633534;-0.0040527815;-0.0410434;0.04577717;-0.09504771;0.054317866;0.06450439;-0.048545945;0.056401998;-0.06848861;-0.017862082;-0.043562394;0.015185585;0.059288904;0.03856736;0.015408419;0.045597415;-0.030987598;0.028308915;-0.056122065;0.005721373;-0.025491348;0.0024546026;-0.010205591;-0.046946507;-0.030543806;-0.07189193;-0.030985387;-0.009520777;-0.037917607;0.017535115;0.08301066;-0.07789774;0.036172744;0.06826803;0.008854683;-0.05544484;-0.038668253;0.07389148;0.0023454898;-0.027383862;-0.05956518;0.02477316;0.06863096;-0.03421949;0.0017554896;0.022761138;0.009188056;0.023017408;-0.018890752;-0.047844898;-0.0048844237;-0.025825715;-0.080924526;-0.04930043;-0.013672848;-0.054176103;-0.06415836;-0.069041416;0.01733083;0.04037412;-0.08481719;0.034450315;-0.0396493;-0.12103965;-0.09813031;0.017276937;-0.06151201;-0.031968508;0.060451902;0.09142133;-0.035923313;-0.08459055;0.003951369;-0.030547779;0.044401154;-0.028933123;-0.03819752;-0.03146495;-0.019501688;0.08791468;-0.040736593;-0.047885515;0.01328801;0.049593367;-0.00772083;0.010247976;0.04052055;-0.073232435;-0.08805389;-0.03459427;-0.035520192;-0.07235954;-0.016445257;0.021509793;0.02932639;0.003693006;-0.008225495;-0.07658196;0.03512674;-0.056464586;0.07721978;0.057952758;0.07849897;0.059351176;0.0059406008;-0.019317873;0.033007722;0.015491125;-0.063032545;-0.0026408334;-0.030882262;0.011600813;-0.0843456;0.041600153;-0.02749295;0.003042194;-0.01616222;-0.07089269;-0.083383;-0.060425483;-0.014209587;-0.012310984;-0.056242436;0.0663413;0.07867689;-0.056189314;0.03417607;0.021856748;0.036134318;-0.04494179;-0.056280907;-0.0929168;-0.09102009;-0.010923192;0.010203528;0.041924573;-0.07940104;0.003904491;0.059028275;-0.061893363;0.07071311;0.047676533;0.021178726;-0.054390337;-0.011083951;-0.033163533;0.016460497;-0.00607023;-0.030117732;-0.07624905;-0.09613514;-0.06018812;-0.008984482;-0.09088322;-0.02550103;-0.07192191;-0.09518959;0.023187125;-0.075299084;0.001193036;-0.06803572;-0.023472726;-0.08285278;-0.08539682;0.02281591;-0.09839318;0.028349748;0.06518133;0.071318276;-0.049242686;-0.030081866;-0.06470487;0.008825582;0.03182577;0.03400089;-0.03595351;-0.044548582;0.05117728;0.03960924;-0.064350106;-0.07029122;0.05723373;0.058746006;-0.0066057737;0.008305924;-0.064493865;-0.058730982;0.046614442;-0.063579805;-0.06251816;0.028081339;0.061922368;0.012742396;-0.0074899434;-0.08443523;-0.02709125;0.059181564;0.0006667096;-0.074076615;-0.067713276;0.011766823;-0.014353379;-0.017930465;0.0686827;-0.054233648;-0.07047037;0.037485793;0.08613418;0.0672415;-0.053869214;-0.016669903;-0.0151276905;-0.009674087;0.041713197;-0.0745057;-0.1029805;0.025299117;-0.05975791;-0.016366312;-0.09350052;-0.045185074;0.04437735;0.085204095;0.05788896;0.070839524;0.0005801957;0.056828074;-0.035823498;-0.06222675;-0.029619405;-0.02786546;0.009276303;-0.07178417;-0.04708169;0.065619;0.029925585;0.077634975;0.0033293853
2;0.0024990707;-0.06575957;-0.08182408;0.03666418;-0.05337391;-0.07290445;0.11081903;-0.07145321;-0.033604193;0.07985704;0.004712309;-0.04858012;-0.00035050767;0.039246734;-0.09794436;-0.01798362;-0.0149478;-0.008624162;-0.052280363;-0.01670449;0.016874729;-0.08690696;0.004236658;0.029870545;-0.03548761;-0.04864429;0.023342514;-0.049272213;0.0039444184;0.07937535;0.023230344;-0.02150983;0.076428644;0.0739335;-0.014226494;-0.019822333;-0.041545343;-0.037352845;-0.047881193;0.0078221625;-0.052939013;0.059185576;0.030125178;-0.08609955;0.04871486;0.0049371277;-0.057090342;0.029997528;-0.010890989;0.001369193;-0.028468031;-0.06815554;0.054593306;-0.004056457;0.02540186;-0.0037181068;0.028655924;0.056731932;-0.022124127;0.0054536313;-0.06228005;-0.04490199;-0.07704313;0.0047598435;-0.03564887;0.005076857;-0.003465917;0.076246366;0.13203005;0.0055273664;0.040636856;0.1100602;0.10286414;-0.06338872;0.007941972;0.04936429;-0.040503804;0.0555179;-0.05951608;-0.048585787;0.0091626495;-0.042994518;-0.0067497427;-0.012489448;0.029585352;-0.0038780184;-0.0032462957;-0.06804193;0.012946766;0.03808893;-0.0109541975;0.0004341739;0.07603037;0.010050424;0.0032557007;0.04995405;-0.06861747;0.08165393;-0.052415933;0.001176156;-0.068263486;-0.08516304;-0.07857384;-0.02483954;0.034573846;0.025580185;-0.0022052098;-0.058927;0.016868839;0.046179842;-0.08484695;-0.10102242;-0.026096988;-0.061580796;-0.03619493;-0.004158877;0.07565386;0.047046952;0.045530632;0.098199174;0.10648573;-0.05536561;0.11173739;-0.018257108;0.0005140287;-0.005840596;0.04842749;0.07572611;0.016401561;0.029041816;0.05905445;0.011123253;0.073554456;0.035395805;-0.064012;-4.3914537e-05;-0.080654345;-0.107519954;-0.06561768;0.050228365;-0.074616686;-0.022172183;-0.040420406;-0.0426162;0.1007164;-0.07723709;-0.042175684;-0.0783366;-0.078824654;0.034027815;-0.055030446;-0.03613394;-0.08160923;0.00025871675;0.0765936;0.020255834;-0.047136243;-0.060044445;0.02281361;0.08865625;-0.034107205;-0.007960982;0.089586645;-0.08912128;-0.017616933;0.03581898;-0.056808874;-0.03222438;-0.024332888;0.0002106873;0.0029802253;-0.065354295;-0.010968981;0.011681567;0.04683106;0.06682324;-0.07251901;0.0048733614;-0.079451025;-0.07942259;0.017080067;-0.06031293;-0.026739987;0.0053322003;-0.037791774;0.06479301;-0.023875829;-0.07386854;0.0534675;-0.04437079;-0.051383853;0.00611869;0.051225904;0.0042129327;0.02936717;0.015715761;-0.00055523874;-0.019503443;-0.022466244;-0.009506972;0.065735996;0.058610544;0.01215058;0.05099699;-0.01741829;0.030514397;-0.080144405;0.043037508;-0.017041523;-0.00058314734;-0.0098894425;0.011384643;0.0011388026;-0.06119074;0.053664163;-0.03647939;0.04366064;-0.035020754;0.0005604573;0.04910198;0.07137844;0.004381648;-0.037286114;0.08406507;0.021178532;0.035294864;0.017514013;0.0774609;-0.05355958;0.057225324;0.09584561;-0.03274838;0.026062455;-0.04729922;-0.060782064;-0.01762614;-0.07052895;0.040533625;-0.0065526124;0.069724604;0.071612306;-0.0037085083;-0.04738397;0.03631442;0.055957794;-0.057388287;0.021047944;0.06408272;0.022375438;0.06460309;-0.01802441;0.064264774;0.038524598;0.08670364;0.06511924;-0.06213459;0.044187482;-0.03640038;0.06798196;-0.055877358;0.070346974;0.014666652;-0.068012446;0.059452724;0.0040511466;0.041659843;0.062749326;0.065457955;0.046828736;0.050572865;-0.054973636;0.048384268;-0.013207282;0.021037545;0.08170243;-0.077317536;-0.0014584429;0.053953562;0.04201311;-0.07010239;-0.029370883;-0.123819254;0.045348708;-0.00412588;-0.053115383;-0.08938114;-0.01511954;0.07145352;0.0562932
3;0.00099194;-0.019085037;-0.06992221;0.033435676;0.05415298;-0.066828355;-0.04005502;-0.06715398;0.030254606;0.016311882;0.06581599;0.097692296;-0.055568308;0.0020140877;0.047882035;-0.066038094;0.02630142;-0.021432238;-0.028025934;-0.07310545;-0.015769314;0.007163895;-0.061871015;-0.07417741;0.045973074;-0.016330581;-0.046448447;-0.05739464;-0.07177164;-0.019387191;0.040443145;0.024152791;-0.06679905;-0.023357933;0.066344194;0.04986335;0.053604376;0.06456936;-0.024262004;-0.08998779;0.03111944;0.0116383135;-0.055044506;-0.06461384;0.064647056;-0.07544085;0.038897373;-0.03632212;-0.0027834186;-0.072887294;-0.021543097;0.022889419;0.03162238;-0.08132306;-0.08216311;-0.010875633;0.002693395;-0.013543615;0.068051025;-0.014379829;0.040108245;-0.04473199;-0.042677123;-0.024257788;-0.04107076;-0.07476107;-0.06696965;0.00848623;-0.0024500806;0.03334166;0.0046239193;-0.03570578;-0.063886404;-0.026874455;-0.043281347;-0.03730587;0.08724774;0.036163818;0.060623918;0.041440304;0.060451284;-0.015522479;0.04178955;-0.024221089;0.017223507;-0.005244915;0.06678876;0.04758739;-0.030360179;-0.02997404;-0.049064074;-0.07258369;-0.07987248;0.012893525;-0.05794294;0.0850274;0.0658912;-0.00290415;-0.06512286;0.035548143;0.01970156;0.026471496;-0.040374666;-0.038247;0.0815635;0.070757486;-0.0067787035;0.00336271;-0.0179841;-0.060564134;-0.027627492;-0.038891442;0.02033773;-0.03515381;0.027518312;0.06622534;0.06144826;-0.054323833;0.056193203;0.02629413;0.092918515;0.0755628;0.06394092;0.044128127;-0.030207453;-0.05223804;-0.066800624;-0.038436547;-0.023211367;-0.053981546;-0.07567523;-0.07344561;0.04695251;-0.10285574;-0.079326354;-0.00042224902;-0.0014142473;0.003424683;-0.014182748;-0.06572936;-0.054124027;-0.032209147;0.011327482;-0.010028339;0.061357573;0.008984183;-0.08654637;0.07108032;0.09645615;0.07829164;0.08496734;-0.058909975;-0.013373496;0.0062048566;-0.007570468;0.02325289;-0.0046471693;0.00030467537;-0.0565423;-0.021744616;0.061518367;0.016593846;0.06262508;0.07399082;0.005161746;-0.0341149;-0.023100318;0.03777253;0.07791267;-0.017076919;0.02717085;0.065523215;0.035535045;-0.05056338;0.043719545;-0.014208493;-0.01968351;-0.03726305;0.0006629439;-0.036735244;0.028851544;-0.00021407387;0.07930655;0.05546204;0.06379633;0.037532844;-0.016285697;0.030282654;0.08127471;-0.03794045;0.053315356;0.0777322;0.061305206;0.076497525;0.026213396;-0.0042216415;-0.07938438;0.070829704;0.0012862722;-0.06546505;-0.017589;-0.031873763;-0.055021957;-0.002183315;0.06497535;-0.08104489;-0.051562432;-0.029329062;-0.04008168;0.006424155;-0.038670015;-0.033204183;-0.05607838;-0.059790734;-0.0169867;0.09518466;-0.008511994;0.019076485;-0.039785486;0.02159329;0.043674767;0.037776355;0.059607066;0.0025540898;0.09466282;0.030726574;-0.0058708936;0.079503715;0.030055024;0.07134892;-0.008529431;0.06535419;-0.01942801;-0.0129853645;0.049104016;0.09378064;0.08029383;0.03803855;0.061598554;0.032377336;0.06714809;0.043441862;-0.013718862;0.0025116594;-0.07993607;-0.020155268;-0.04772501;-0.008161721;-0.025660248;-0.076788045;0.039330974;0.017559469;0.005484633;-0.009779855;0.06312798;0.08062244;0.06496461;-0.020412307;-0.053320665;0.013956972;0.036336046;0.07498478;-0.058195267;0.041188642;-0.038287062;-0.04367599;0.01076201;-0.08297332;-0.023740482;-0.07487694;0.055071075;0.024388712;0.0024500894;0.027329756;-0.00888056;-0.0058269827;0.022841422;0.09653954;0.007309224;-0.032564253;0.03930535;0.0796312;-0.03783951;-0.047508635;-0.03568359;-0.054058343;0.06652032;-0.018151965;-0.07095162
4;9.643435e-06;-0.050912734;0.052352108;0.072207525;0.082035616;0.08621822;0.04190889;-0.019884551;0.10625888;-0.037391588;0.014883461;0.005172558;0.05229316;-0.029423632;-0.03854236;-0.0010029589;-0.016538188;0.01670417;-0.029770007;0.08010531;-0.039644394;0.006699155;0.078413844;0.06294892;0.0515283;0.023154777;-0.039623704;0.022368478;0.09321731;-0.06841184;-0.055933546;0.10584259;0.10374841;0.054254115;-0.029582802;-0.037690848;-0.07111871;-0.039022934;-0.09001777;0.048385836;-0.011202452;-0.0056755785;-0.0038236885;-0.03937411;-0.06590865;-0.05863449;0.020428585;-0.029773515;0.0050835703;-0.01663334;-0.07099315;0.04623154;-0.0011055309;-0.059933703;0.004344842;-0.007156667;-0.06412722;-0.019945338;-0.09383835;0.02652183;-0.080115415;0.04258012;0.0006833417;0.05391936;0.033521716;0.023345053;0.036362674;0.02806743;-0.023806842;-0.012906281;0.04452633;0.0850694;0.04620423;-0.06759437;0.05221441;0.06997458;-0.046632323;-0.05232026;-0.055794932;0.04768578;-0.0779967;-0.08865294;-0.020498717;0.061563242;0.06984682;-0.03928522;0.050757214;0.08393592;0.023936069;0.02526884;-0.052313957;-0.06280265;-0.017223362;-0.0061356747;-0.08981653;-0.10974529;-0.07024686;-0.047968637;0.037092336;-0.076649666;-0.00066248444;-0.008948692;0.10597842;-0.08519491;0.04582706;0.064476475;-0.039067265;-0.0072959564;0.052015234;-0.007321385;-0.09445053;0.07241936;-0.06650051;0.078178704;0.03611203;0.018050138;7.65582e-05;-0.045202583;0.026542014;0.045359235;0.0035601384;-0.018348971;-0.075063206;0.03499201;-0.06124408;0.023990419;0.08372068;-0.043373216;-0.02885697;0.05632221;-0.09736821;0.0162575;0.05113413;-0.05982916;0.07026747;0.03583711;-0.050842877;0.029028716;0.004140934;-0.057280924;0.06041122;0.058171734;0.03945202;0.06704362;0.056366958;-0.07657319;-0.08854093;-0.067172304;0.021442195;-0.077923186;0.068143524;-0.009917808;-0.030208617;0.006275003;-0.021283751;-0.068473846;-0.055309504;-0.036786314;-0.016207576;-0.081994765;0.05156528;-0.07834849;0.04800003;-0.078444526;0.002508594;0.034203403;0.017982272;0.025316136;-0.037496276;-0.08838246;-0.035385992;0.021765595;0.06723708;0.059760336;0.051836416;0.04802401;-0.057586696;0.046775557;-0.004303182;0.08079819;0.06722532;0.08511891;-0.06371385;-0.048740998;-0.06186994;-0.06831465;-0.03921964;-0.09557526;-0.014732723;0.00013179764;-0.054816827;0.06718262;0.042982314;0.043678228;0.03987228;-0.058640283;0.012515827;-0.028053977;-0.03215673;0.015671222;0.077132486;-0.036799114;0.082978;-0.04494418;-0.032084562;0.086880185;0.0785932;0.03781366;-0.046226528;-0.07304268;0.040736694;-0.03650425;0.03642311;0.07995527;0.06537834;-0.058293488;0.080908746;0.038218703;-0.03945853;-0.067249924;-0.015133762;-0.04839641;-0.037527323;0.08748367;0.008492729;0.02154214;0.052106325;-0.04430259;-0.055219762;-0.040722486;0.09146469;-0.074761175;0.03161022;-0.057755098;0.057943244;-0.040140785;0.052040845;0.083870485;-0.02391261;-0.07819815;-0.06700702;0.008210904;-0.014323364;0.05336075;0.01126955;0.067437634;-0.039576128;-0.013365379;-0.070630655;-0.07248223;0.07660748;-0.034976337;0.005990422;0.001331386;0.035214163;-0.022284232;-0.028885853;0.073627025;0.004641932;0.07050594;0.06325293;-0.044860628;-0.07469872;0.025988908;0.102312185;0.04152692;-0.08993758;-0.056485474;0.035037283;-0.022082046;0.06530287;0.077690676;-0.075095594;0.059515994;0.0055147205;0.016836004;0.06391105;0.04212227;-0.06995187;-0.02385563;0.006586468;0.019824997;0.038906075;-0.09252877;-0.023548312;0.024574678;0.06358901;-0.045303915;0.03353224
5;-0.002540787;0.040452734;0.02145077;0.03095298;0.013310044;-0.028341623;-0.0056947325;-0.034512036;0.039094254;-0.04506155;0.052748635;0.049322885;-0.010689877;0.06822458;0.0005825859;0.053846367;-0.037092526;0.025448237;0.051155195;-0.0420706;-0.021725306;-0.02856554;-0.005479714;-0.091099925;-0.054982033;0.06492125;-0.0064825253;-0.08006188;0.09149933;0.042098936;0.04741048;0.07190633;0.021387478;-0.042209603;0.032208446;-0.030942792;0.06303551;-0.05024079;0.04603121;0.065648116;0.012687563;0.02178789;-0.06783551;-0.084741704;-0.020368496;0.08358348;-0.031815067;0.04227712;-0.0074865893;-0.050956547;-0.09154717;0.036650605;-0.036235545;-0.08926025;0.034973394;0.06573306;-0.059127815;0.023580031;0.03390691;0.02176125;0.019215776;-0.029765498;0.091706835;-0.008769247;-0.023736726;-0.03146798;-0.015990062;0.063351505;-0.001225215;-0.048701707;0.034253784;0.015834505;-0.05992745;-0.052298766;0.031172104;0.025386339;-0.08508894;-0.076344736;0.052649606;0.021350387;-0.046543196;0.026236214;-0.046838947;0.021970434;0.054282237;-0.08556367;0.028279765;0.032969374;-0.023150947;0.020647695;-0.06608248;-0.011037506;0.0444337;0.008875065;-0.07719811;0.05143093;0.082068555;0.024634916;0.020665858;-0.017109191;-0.020759063;-0.0045297723;-0.061520986;0.09337432;-0.022530014;-0.021239828;-0.025678009;-0.017465457;-0.032803647;0.017492544;0.06701418;-0.048764247;0.06574745;-0.052465595;0.011253723;-0.06558246;0.034955647;0.010887713;-0.045356996;-0.03144217;0.024882175;0.043309864;-0.04933127;-0.0014353767;0.032745995;0.0592613;0.045296498;0.020760557;0.06738877;-0.011551489;0.062517785;-0.013530004;0.020851342;0.06292087;0.0052035274;-0.007708912;-0.028412241;0.08549816;-0.07820258;0.03143568;-0.021214627;-0.03256678;0.076077305;0.028479796;0.0010308467;0.023539666;-0.021074899;-0.058396067;-0.041139726;0.045460194;-0.036349636;-0.029768031;-0.02212669;-0.0006991779;0.04857075;-0.0291703;-0.008177829;0.042625554;-0.08671172;-0.0701984;0.030924078;-0.010098409;0.03915643;-0.0856173;-0.022851473;0.06446219;0.02021055;0.02096494;0.02444633;-0.071227066;0.015211831;-5.136775e-05;-0.084495075;-0.056997832;-0.058903098;0.041126736;-0.018788867;-0.079308525;0.059966076;0.01014299;-0.004100205;-0.021777423;0.0361365;-0.070569746;-0.0035146584;-0.061262447;0.048567332;0.023373278;-0.03813505;-0.07913708;-0.0919806;-0.08344174;-0.106507584;-0.05151934;0.016231997;0.020659398;-0.019794874;-0.06725501;-0.042756006;0.026111363;0.0056109484;-0.014978655;0.1012552;0.06411009;0.012514314;-0.011956401;0.056998227;0.06560608;0.014673843;0.07126475;-0.06354226;-0.06518967;0.05418679;0.0068331305;0.013907252;-0.044585586;-0.0066753617;0.0333047;0.032935806;0.052739028;-0.06549208;0.03899374;0.012679348;-0.062122516;0.028877491;0.07080334;-0.02582935;-0.049071617;0.012681872;0.046298094;-0.036714904;-0.006116603;0.013892252;-0.024446456;0.039259445;-0.057833172;-0.005601943;0.02575041;-0.07491416;0.022215532;0.07024287;0.067177474;-0.049653795;0.053149723;-0.011122938;0.069779895;-0.08296242;0.069767505;-0.010340082;-0.012223535;0.0044116927;-0.03568973;-0.04574144;0.0069936817;-0.03908613;0.043304533;-0.027697997;0.034505576;0.033094715;0.003869268;-0.0534012;-0.019193757;0.0011203587;-0.07801366;0.08307877;-0.064802;0.008368766;0.003752767;0.07779214;0.049718324;0.086934805;-0.042978745;-0.07572945;0.0278887;-0.030466456;-0.100501284;0.023158126;-0.06130114;-0.017674591;0.079733804;-0.041280985;0.060174387;-0.091415145;-0.054615457;-0.0022268277;0.08418859;-0.017053049;0.032212872;0.00085996627
